,workout_id,start_time,end_time,metrics_type,workout_type,leaderboard_rank,total_leaderboard_users,average_effort_score,achievements,leaderboard_percentile,title,description,ride_length,ride_duration,image_url,difficulty_estimate,fitness_discipline,ride_id,instructor_json,instructor_id,instructor_name,total_output,distance,calories,avg_output,avg_cadence,avg_resistance,avg_speed,avg_heart_rate,max_output,max_cadence,max_resistance,max_speed,max_heart_rate,hr_zone1,hr_zone2,hr_zone3,hr_zone4,hr_zone5,effort_score,output_per_min,duration_hrs
10,189d8a8a7f4a456fa5ed246ec01198ac,2022-01-04 09:49:59-05:00,2022-01-04 09:54:57-05:00,cycling,class,109817.0,269599,,"[{'achievement_id': 'bac5aefabb2940ba8f0a170fc9d63bf0', 'name': 'Best Output', 'slug': 'best_output', 'image_url': 'https://s3.amazonaws.com/peloton-achievement-images-prod/c302f0a5128e4e5bb72ba659caac1ec2', 'description': 'Personal best output in a workout.', 'achievement_count': 32}]",59.26654030615841,5 min Cool Down Ride,You've done the hard work! Now take a few extra minutes after your ride to lower your heart rate and ease your body into a healthy recovery zone.,339.0,300,https://s3.amazonaws.com/peloton-ride-images/d982c222e7abd269470e4864af9f6d174a4cdbb7/img_1635870046_7692c9fbbcd041dd8fc651cc27e464f5.png,3.73668422105193,cycling,d81f5f303050495dbe164ca34d4ade11,,c0a9505d8135412d824cf3c97406179b,Leanne Hainsby,27.0,1.23,38.0,92.0,80.0,36.0,14.9,,195.0,94.0,48.0,21.2,,,,,,,,5.4,0.08333333333333333
11,c4d8bb7e698e4dcd90ca74d3cd97c3c2,2022-01-05 10:00:05-05:00,2022-01-05 10:20:03-05:00,cycling,class,42122.0,63762,,"[{'achievement_id': 'bac5aefabb2940ba8f0a170fc9d63bf0', 'name': 'Best Output', 'slug': 'best_output', 'image_url': 'https://s3.amazonaws.com/peloton-achievement-images-prod/c302f0a5128e4e5bb72ba659caac1ec2', 'description': 'Personal best output in a workout.', 'achievement_count': 32}]",33.93870957623663,20 min Hip Hop Ride,"Old school, new school, East Coast and West Coast. Sweat to the beats of the hottest hip hop throughout history.",1415.0,1200,https://s3.amazonaws.com/peloton-ride-images/f3334ee87356e461aa4ea12dc71766bfdcae808e/img_1640875992_3b9853d95f894c14ad5582e575f88814.png,7.747245246221356,cycling,fb1f0beb414143e885968d8ed94978df,,f6f2d613dc344e4bbf6428cd34697820,Emma Lovewell,123.0,5.13,171.0,103.0,70.0,42.0,15.4,,277.0,122.0,63.0,24.2,,,,,,,,6.15,0.3333333333333333
12,6812769c4cd04a9fbc7959ca95c42265,2022-01-09 09:46:22-05:00,2022-01-09 10:02:48-05:00,cycling,class,,0,,"[{'achievement_id': 'bac5aefabb2940ba8f0a170fc9d63bf0', 'name': 'Best Output', 'slug': 'best_output', 'image_url': 'https://s3.amazonaws.com/peloton-achievement-images-prod/c302f0a5128e4e5bb72ba659caac1ec2', 'description': 'Personal best output in a workout.', 'achievement_count': 32}]",,30 min Sweat Steady Ride,"Steady, sweaty & sweet, this ride series will focus on long, sustained intervals. Ride to a soundtrack of beats, bangers and songs of celebration!",2021.0,1800,https://s3.amazonaws.com/peloton-ride-images/7d604a0722ee743da041496e75846152910c9843/img_1638636409_e3f3e1183b5f46cf8f536e88c17aca34.png,8.305227908836466,cycling,9100ec821eb345209fa44ff546306f5d,,048f0ce00edb4427b2dced6cbeb107fd,Jess King,77.0,3.42,107.0,95.0,78.0,38.0,15.2,,224.0,108.0,50.0,22.3,,,,,,,,2.566666666666667,0.5
13,91f733a7312f4acf9ef89dd420343774,2022-01-09 10:03:46-05:00,2022-01-09 10:04:16-05:00,cycling,class,24922.0,28294,,[],11.917721071605287,10 min Cool Down Ride,You've done the hard work! Now take a few extra minutes after your ride to lower your heart rate and ease your body into a healthy recovery zone.,743.0,600,https://s3.amazonaws.com/peloton-ride-images/e206db04a4eab9d69613357b4e42b05904ca4668/img_1636558618_48a5dd683dd34088a9b0b3d6a29128b9.png,4.118782479584262,cycling,c16ffa979ee94e6abbcf32667609317c,,e2b47232c29844c380f0a5374317a3c9,Mila Lazar,5.0,0.18,7.0,151.0,76.0,47.0,19.2,,170.0,83.0,50.0,20.1,,,,,,,,0.5,0.16666666666666666
14,1ccf4a4b238046baa5af1ead62c8eac4,2022-01-09 10:05:13-05:00,2022-01-09 10:15:12-05:00,cycling,scenic,47646.0,191785,,[],75.15655551789764,10 min Vermont Ride,Soak in all the colors of the falling leaves as you make your way through this Vermont village on this picture perfect crisp fall day.,621.0,600,https://s3.amazonaws.com/peloton-ride-images/295f2548c768b924891eb093b75f9ae2238a9edd/img_1638903698_c2cbb91b161a48fdbcdb98baf530fcbe.png,0.0,cycling,b586e5e4fa6b44d4aa5ac9c788131061,,,,65.0,2.71,90.0,108.0,79.0,40.0,16.2,,190.0,93.0,48.0,21.0,,,,,,,,6.5,0.16666666666666666
15,79d0bc87f1c1454b831d7ebd08dfe55f,2022-01-25 08:56:13-05:00,2022-01-25 09:16:11-05:00,cycling,class,,0,,"[{'achievement_id': 'bac5aefabb2940ba8f0a170fc9d63bf0', 'name': 'Best Output', 'slug': 'best_output', 'image_url': 'https://s3.amazonaws.com/peloton-achievement-images-prod/c302f0a5128e4e5bb72ba659caac1ec2', 'description': 'Personal best output in a workout.', 'achievement_count': 32}]",,20 min Low Impact Ride,"This class is spent primarily in the saddle to give your joints a smooth ride while still giving you a good sweat. Perfect for all levels, especially those recovering from an injury.",1409.0,1200,https://s3.amazonaws.com/peloton-ride-images/6c20cc6d8833a2927d89a44e7bbd92e1c800da13/img_1642026268_6cef4a2fc03c4e90b724ac2a20192a93.png,6.087294550910455,cycling,791e7eaebb2b47618d95494d52c58ce7,,048f0ce00edb4427b2dced6cbeb107fd,Jess King,128.0,5.41,177.0,107.0,80.0,39.0,16.2,,205.0,102.0,50.0,21.6,,,,,,,,6.4,0.3333333333333333
16,f13e669db10848779a713abc4370e6c3,2022-01-26 14:54:33-05:00,2022-01-26 15:14:32-05:00,cycling,class,41246.0,74888,,"[{'achievement_id': 'bac5aefabb2940ba8f0a170fc9d63bf0', 'name': 'Best Output', 'slug': 'best_output', 'image_url': 'https://s3.amazonaws.com/peloton-achievement-images-prod/c302f0a5128e4e5bb72ba659caac1ec2', 'description': 'Personal best output in a workout.', 'achievement_count': 32}]",44.923085140476445,20 min 90s Hip Hop Ride,Journey through one of the greatest decades of hip hop in this 90s ride.,1398.0,1200,https://s3.amazonaws.com/peloton-ride-images/d2149954d0042fae93dfa84581890d587e4b7890/img_1638344630_4392215b3d8446db827ac1c0250646d4.png,7.482124988629128,cycling,5b17b81a21274c968c2621302b5c247d,,c0a9505d8135412d824cf3c97406179b,Leanne Hainsby,129.0,5.42,179.0,108.0,85.0,38.0,16.3,,261.0,123.0,58.0,23.7,,,,,,,,6.45,0.3333333333333333
17,a6b87bf1b97b4274bfa17e8687c6a6f4,2022-01-27 09:52:25-05:00,2022-01-27 10:07:21-05:00,cycling,class,31484.0,68772,,"[{'achievement_id': 'bac5aefabb2940ba8f0a170fc9d63bf0', 'name': 'Best Output', 'slug': 'best_output', 'image_url': 'https://s3.amazonaws.com/peloton-achievement-images-prod/c302f0a5128e4e5bb72ba659caac1ec2', 'description': 'Personal best output in a workout.', 'achievement_count': 32}, {'achievement_id': '5298b832e2274ad59cf8857240440fb2', 'name': '3-Day Streak', 'slug': '3_day_streak', 'image_url': 'https://s3.amazonaws.com/peloton-achievement-images-prod/b5a3058d09ad4470ba32343dad4ec245', 'description': 'Awarded for working out 3 days in a row.', 'achievement_count': 29}]",54.21974059210144,15 min 60s Ride,Take a ride through the classic tracks of the 60s while you sweat it out on the Bike.,1203.0,900,https://s3.amazonaws.com/peloton-ride-images/94076bc2dbd75ce73d23ef7213a7e8ba123c850f/img_1641733834_f2a7c2f00b5c44d5ac6c12c331fea832.png,6.687824207492795,cycling,eff6c4246e2e4799966e4bb3749b998f,,c0a9505d8135412d824cf3c97406179b,Leanne Hainsby,97.0,4.11,134.0,108.0,79.0,40.0,16.4,,225.0,109.0,56.0,22.4,,,,,,,,6.466666666666667,0.25
18,fa7cfad6325e43689d20d5dc8213b294,2022-02-04 11:18:04-05:00,2022-02-04 11:38:01-05:00,cycling,class,37932.0,78137,,"[{'achievement_id': 'bac5aefabb2940ba8f0a170fc9d63bf0', 'name': 'Best Output', 'slug': 'best_output', 'image_url': 'https://s3.amazonaws.com/peloton-achievement-images-prod/c302f0a5128e4e5bb72ba659caac1ec2', 'description': 'Personal best output in a workout.', 'achievement_count': 32}]",51.45449658932388,20 min 70s Pop Ride,Take a ride through the classic pop tracks of the 70s while you sweat it out on the Bike.,1396.0,1200,https://s3.amazonaws.com/peloton-ride-images/1ca5332b37b91f3c3903328aeacd2f304d4c3677/img_1643186185_5f2d4c28dbe04f75bc0068f5791dfb98.png,7.125817195016652,cycling,3abe218219234c37a9b178e50dd520c9,,c0a9505d8135412d824cf3c97406179b,Leanne Hainsby,131.0,5.49,181.0,109.0,80.0,40.0,16.4,,297.0,129.0,57.0,24.8,,,,,,,,6.55,0.3333333333333333
19,ce04b5a257b94a069424a0ac6cfeca26,2022-02-08 09:34:18-05:00,2022-02-08 09:54:16-05:00,cycling,class,20959.0,41452,,"[{'achievement_id': '8d4dc6801e8d40f0bf07ed0e7c77e2f0', 'name': '3-Week Streak', 'slug': '3_week_streak', 'image_url': 'https://s3.amazonaws.com/peloton-achievement-images-prod/823d5cac74b04cd9af972518caaa0111', 'description': 'Awarded for working out 3 weeks in a row.', 'achievement_count': 5}]",49.437904081829586,20 min 90s Ride,Take a ride through the classic tracks of the 90s while you sweat it out on the Bike.,1396.0,1200,https://s3.amazonaws.com/peloton-ride-images/fbda991ab22207934f198f1c828296140ea53e6f/img_1641976380_af0faba87bdc45c19dafe98358848c45.png,7.323675496688741,cycling,12a05d9438474ebb805772adb2279242,,c0a9505d8135412d824cf3c97406179b,Leanne Hainsby,128.0,5.34,177.0,106.0,78.0,40.0,16.0,,241.0,112.0,57.0,22.9,,,,,,,,6.4,0.3333333333333333
20,c95f933b158c406c8515162c0c301a14,2022-02-09 09:20:20-05:00,2022-02-09 09:40:19-05:00,cycling,class,,0,,[],,20 min New Wave Ride,"Join Leanne for this 20-minute ride with the best beats from your 1980s prom. Trust us when we say we ""Just Can't Get Enough,"" and you won't be able to either.",1432.0,1200,https://s3.amazonaws.com/peloton-ride-images/bf31ce9d0036593cc6f40db501e5b81a29cb9d4d/img_1643186220_4a73f30b144b4eea847ef8061e2d3b0e.png,7.114650342394688,cycling,8b22bfc14aab4aee9891abc2de460fc7,,c0a9505d8135412d824cf3c97406179b,Leanne Hainsby,112.0,4.97,156.0,93.0,77.0,38.0,14.8,,257.0,178.0,64.0,23.5,,,,,,,,5.6,0.3333333333333333
21,95fa9c4d966a4b1ea6ef4b9feb12a7d0,2022-02-10 11:30:42-05:00,2022-02-10 12:06:02-05:00,cycling,freestyle,,0,,"[{'achievement_id': '5298b832e2274ad59cf8857240440fb2', 'name': '3-Day Streak', 'slug': '3_day_streak', 'image_url': 'https://s3.amazonaws.com/peloton-achievement-images-prod/b5a3058d09ad4470ba32343dad4ec245', 'description': 'Awarded for working out 3 days in a row.', 'achievement_count': 29}]",,35 min Just Ride,,,2120,,,,00000000000000000000000000000000,"{'name': 'JUST RIDE', 'image_url': 'https://s3.amazonaws.com/peloton-ride-images/just-ride-indoor.png'}",,JUST RIDE,207.0,9.04,286.0,97.0,78.0,38.0,15.3,,260.0,107.0,47.0,23.6,,,,,,,,5.8584905660377355,0.5888888888888889
22,c1b8b5d297954c1a99a25535145b5303,2022-02-15 12:12:54-05:00,2022-02-15 12:32:51-05:00,cycling,class,12701.0,35917,,"[{'achievement_id': 'bac5aefabb2940ba8f0a170fc9d63bf0', 'name': 'Best Output', 'slug': 'best_output', 'image_url': 'https://s3.amazonaws.com/peloton-achievement-images-prod/c302f0a5128e4e5bb72ba659caac1ec2', 'description': 'Personal best output in a workout.', 'achievement_count': 32}]",64.63791519336247,20 min 2000s Ride,Take a ride through the classic tracks of the 2000s while you sweat it out on the Bike.,1390.0,1200,https://s3.amazonaws.com/peloton-ride-images/d54c189cee691e8f62d9b9f1dfb0a0a8d206e74a/img_1644780562_71a5bc50a0654a9f981b8d1231fe25ca.png,6.644720273430473,cycling,238025397fea4411819f6c79f314bc08,,561f95c405734d8488ed8dcc8980d599,Hannah Corbin,142.0,5.7,196.0,118.0,77.0,43.0,17.1,,263.0,102.0,60.0,23.7,,,,,,,,7.1,0.3333333333333333
23,f1308eb7371d477d94b1f5ef3505f872,2022-02-16 10:00:12-05:00,2022-02-16 10:15:10-05:00,cycling,class,24906.0,50102,,"[{'achievement_id': 'bac5aefabb2940ba8f0a170fc9d63bf0', 'name': 'Best Output', 'slug': 'best_output', 'image_url': 'https://s3.amazonaws.com/peloton-achievement-images-prod/c302f0a5128e4e5bb72ba659caac1ec2', 'description': 'Personal best output in a workout.', 'achievement_count': 32}]",50.28940960440701,15 min HIIT Ride,"Powerful and efficient, this high-intensity intervals class relies on short bursts of anaerobic exercise mixed with recovery periods to give you a heart-healthy workout aimed to leave you full of energy and confidence.",1103.0,900,https://s3.amazonaws.com/peloton-ride-images/229364aee3b8ac8de88f220fc4e81fe947b49ea5/img_1629160423_6c3cc73b9d0447cfa8e6eae2b52bea14.png,7.557567215958369,cycling,0a102b44b081486caac19841831396b0,,561f95c405734d8488ed8dcc8980d599,Hannah Corbin,108.0,4.2,149.0,120.0,81.0,41.0,16.8,,463.0,104.0,71.0,29.2,,,,,,,,7.2,0.25
24,625830b8868e4f34a2a2c14ea93850bd,2022-02-18 12:14:04-05:00,2022-02-18 12:34:03-05:00,cycling,class,19967.0,69404,,"[{'achievement_id': '8f06f28a74fe4be9bc271b631e43d616', 'name': '25 Rides', 'slug': '25_cycling_workouts', 'image_url': 'https://s3.amazonaws.com/peloton-achievement-images-prod/d897546c528541c6b80f6116b9047968', 'description': 'Awarded for completing 25 Cycling workouts.', 'achievement_count': 1}]",71.230764797418,20 min Pick-Me-Up Ride,Elevate your mood in this collection of Hannah's Pick-Me-Up rides! Clip in and lift your spirits with Hannah Corbin. Happy riding!,1380.0,1200,https://s3.amazonaws.com/peloton-ride-images/7bd42f6c5d32cf51677a5ad66ff41f7f60285ec8/img_1644780654_b2a6bdb419f94896af72467c3fa38e02.png,6.343427017225748,cycling,c8823e432e684e219ce29bd29c72c62f,,561f95c405734d8488ed8dcc8980d599,Hannah Corbin,136.0,5.48,188.0,113.0,80.0,41.0,16.4,,304.0,108.0,66.0,25.0,,,,,,,,6.8,0.3333333333333333
25,fcd7a563ba6042a89a777bab6bad153f,2022-02-19 15:20:42-05:00,2022-02-19 15:35:52-05:00,cycling,freestyle,,0,,[],,15 min David Bowie Hits,,,910,,,,00000000000000000000000000000000,"{'name': 'LANEBREAK', 'image_url': 'https://s3.amazonaws.com/peloton-ride-images/odyssey-instructor.png'}",,LANEBREAK,104.0,4.26,143.0,115.0,80.0,41.0,17.0,,306.0,125.0,60.0,25.1,,,,,,,,6.857142857142858,0.25277777777777777
26,b9b37799d8be4b9c959c5556d5eb5ad0,2022-02-19 15:37:12-05:00,2022-02-19 15:42:09-05:00,cycling,class,92340.0,393173,,"[{'achievement_id': 'bac5aefabb2940ba8f0a170fc9d63bf0', 'name': 'Best Output', 'slug': 'best_output', 'image_url': 'https://s3.amazonaws.com/peloton-achievement-images-prod/c302f0a5128e4e5bb72ba659caac1ec2', 'description': 'Personal best output in a workout.', 'achievement_count': 32}]",76.51415534637425,5 min Cool Down Ride,You've done the hard work! Now take a few extra minutes after your ride to lower your heart rate and ease your body into a healthy recovery zone.,399.0,300,https://s3.amazonaws.com/peloton-ride-images/b27c9d73fd043a78464e9e4925bca469d7fc9344/img_1642363450_df086b3ddd844dff897cdb3922d20ffa.png,3.7504450242629668,cycling,2d57b8b96cea4114a93c82738f246fb4,,561f95c405734d8488ed8dcc8980d599,Hannah Corbin,31.0,1.37,43.0,104.0,82.0,39.0,16.4,,138.0,93.0,44.0,18.5,,,,,,,,6.2,0.08333333333333333
27,f6d1fdfa001b41faae466269e15dae7f,2022-02-24 11:32:06-05:00,2022-02-24 12:12:19-05:00,cycling,freestyle,,0,,"[{'achievement_id': '05b09191e7424d0997ef97fccda8f75b', 'name': '5-Week Streak', 'slug': '5_week_streak', 'image_url': 'https://s3.amazonaws.com/peloton-achievement-images-prod/38a4c0b831ba42c08a62b36a61eebd95', 'description': 'Awarded for working out 5 weeks in a row.', 'achievement_count': 3}]",,40 min Just Ride,,,2413,,,,00000000000000000000000000000000,"{'name': 'JUST RIDE', 'image_url': 'https://s3.amazonaws.com/peloton-ride-images/just-ride-indoor.png'}",,JUST RIDE,240.0,10.26,332.0,99.0,77.0,39.0,15.3,,342.0,103.0,72.0,26.1,,,,,,,,5.967675093244923,0.6702777777777778
