,created_at,device_type,end_time,fitness_discipline,has_pedaling_metrics,has_leaderboard_metrics,id,is_total_work_personal_record,is_outdoor,metrics_type,name,peloton_id,platform,start_time,status,timezone,title,total_work,user_id,workout_type,total_video_watch_time_seconds,total_video_buffering_seconds,v2_total_video_watch_time_seconds,v2_total_video_buffering_seconds,total_music_audio_play_seconds,total_music_audio_buffer_seconds,service_id,created,device_time_created_at,strava_id,fitbit_id,effort_zones,is_splits_personal_record,ride
16,1705689084,home_bike_v1,1705690926,cycling,True,False,67c9b9c2388e4c5089d7dcf89cec92aa,False,False,cycling,Cycling Workout,,home_bike,1705689084,COMPLETE,America/New_York,30 min Just Ride,184034.5,d181e93bdc6c42d3b388a8e72c3b62a6,freestyle,0,0,,,,,,1705689084,1705671084,,,"{'total_effort_points': 62.5, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 20, 'heart_rate_z2_duration': 10, 'heart_rate_z3_duration': 411, 'heart_rate_z4_duration': 1336, 'heart_rate_z5_duration': 15}}",False,"{'id': '00000000000000000000000000000000', 'is_archived': False, 'title': '30 min Just Ride', 'scheduled_start_time': 1705689084, 'duration': 1842, 'instructor': {'name': 'JUST RIDE', 'image_url': 'https://s3.amazonaws.com/peloton-ride-images/just-ride-indoor.png'}}"
17,1705600793,home_bike_v1,1705602598,cycling,True,True,80f5840ec2534cb59549851402d25fc3,False,False,cycling,Scenic Ride,19ad06ba32c843e78c45b7b350cc8b09,home_bike,1705600798,COMPLETE,Etc/GMT+5,,215944.74,d181e93bdc6c42d3b388a8e72c3b62a6,scenic,0,0,1809.0,0.0,,,,1705600793,1705582793,,,"{'total_effort_points': 62.1, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 22, 'heart_rate_z2_duration': 200, 'heart_rate_z3_duration': 138, 'heart_rate_z4_duration': 1246, 'heart_rate_z5_duration': 185}}",False,
18,1705356567,home_bike_v1,1705358372,cycling,True,True,ccaea8a690554c418ae91ee513728b0b,False,False,cycling,Scenic Ride,7280fe82917146f3950852686a5ac73e,home_bike,1705356572,COMPLETE,Etc/GMT+5,,204471.81,d181e93bdc6c42d3b388a8e72c3b62a6,scenic,0,0,1809.0,0.0,,,,1705356567,1705338566,,,"{'total_effort_points': 70.2, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 6, 'heart_rate_z2_duration': 0, 'heart_rate_z3_duration': 66, 'heart_rate_z4_duration': 1341, 'heart_rate_z5_duration': 379}}",False,
19,1704993237,home_bike_v1,1704995046,cycling,True,True,99569cd664604c109bf512938b72c0f3,False,False,cycling,Scenic Ride,a72b0551e8d144d5afdc0d8b43920fdc,home_bike,1704993242,COMPLETE,Etc/GMT+5,,194235.56,d181e93bdc6c42d3b388a8e72c3b62a6,scenic,0,0,1814.0,0.0,1814.0,0.0,,1704993237,1704975237,,,"{'total_effort_points': 70.3, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 2, 'heart_rate_z2_duration': 24, 'heart_rate_z3_duration': 35, 'heart_rate_z4_duration': 670, 'heart_rate_z5_duration': 1064}}",False,
20,1704465013,home_bike_v1,1704466273,cycling,True,True,108fc3000cce4dff99ce1c1c6d1d64a0,False,False,cycling,Cycling Workout,43f73544254544e5858c7db245f9d75b,home_bike,1704465073,COMPLETE,Etc/GMT+5,,136112.52,d181e93bdc6c42d3b388a8e72c3b62a6,class,0,0,1275.0,2.0,,,,1704465013,1704447013,,,"{'total_effort_points': 45.0, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 0, 'heart_rate_z2_duration': 19, 'heart_rate_z3_duration': 113, 'heart_rate_z4_duration': 641, 'heart_rate_z5_duration': 424}}",False,
21,1704384188,home_bike_v1,1704385993,cycling,True,True,9ab8b0c0d9ec48679e514b7bb9bbfa4b,False,False,cycling,Scenic Ride,30b2d8fbdea14c2e88ac789232d38a67,home_bike,1704384193,COMPLETE,Etc/GMT+5,,211470.09,d181e93bdc6c42d3b388a8e72c3b62a6,scenic,0,0,1808.0,0.0,1808.0,0.0,,1704384188,1704366188,,,"{'total_effort_points': 66.4, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 0, 'heart_rate_z2_duration': 45, 'heart_rate_z3_duration': 194, 'heart_rate_z4_duration': 1069, 'heart_rate_z5_duration': 482}}",False,
22,1704304528,home_bike_v1,1704306333,cycling,True,True,283c80f1a2cf44b09f585e562b426e01,False,False,cycling,Scenic Ride,5837b1829a384699bde7f875bcc944e8,home_bike,1704304532,COMPLETE,Etc/GMT+5,,218354.15,d181e93bdc6c42d3b388a8e72c3b62a6,scenic,0,0,1808.0,0.0,1808.0,0.0,,1704304528,1704286527,,,"{'total_effort_points': 65.5, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 3, 'heart_rate_z2_duration': 90, 'heart_rate_z3_duration': 164, 'heart_rate_z4_duration': 1343, 'heart_rate_z5_duration': 190}}",False,
23,1704055245,home_bike_v1,1704057048,cycling,True,False,4a307e5daf274aaab1d7ea29739a4d21,False,False,cycling,Cycling Workout,,home_bike,1704055245,COMPLETE,America/New_York,30 min Just Ride,212451.19,d181e93bdc6c42d3b388a8e72c3b62a6,freestyle,0,0,,,,,,1704055245,1704037245,,,"{'total_effort_points': 58.8, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 0, 'heart_rate_z2_duration': 130, 'heart_rate_z3_duration': 403, 'heart_rate_z4_duration': 1228, 'heart_rate_z5_duration': 9}}",False,"{'id': '00000000000000000000000000000000', 'is_archived': False, 'title': '30 min Just Ride', 'scheduled_start_time': 1704055245, 'duration': 1803, 'instructor': {'name': 'JUST RIDE', 'image_url': 'https://s3.amazonaws.com/peloton-ride-images/just-ride-indoor.png'}}"
24,1703964439,home_bike_v1,1703966841,cycling,True,False,4b06929c09b846ae93711a035c0bfd56,False,False,cycling,Cycling Workout,,home_bike,1703964439,COMPLETE,America/New_York,40 min Just Ride,261520.85,d181e93bdc6c42d3b388a8e72c3b62a6,freestyle,0,0,,,,,,1703964439,1703946439,,,"{'total_effort_points': 87.0, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 4, 'heart_rate_z2_duration': 103, 'heart_rate_z3_duration': 262, 'heart_rate_z4_duration': 1670, 'heart_rate_z5_duration': 349}}",False,"{'id': '00000000000000000000000000000000', 'is_archived': False, 'title': '40 min Just Ride', 'scheduled_start_time': 1703964439, 'duration': 2402, 'instructor': {'name': 'JUST RIDE', 'image_url': 'https://s3.amazonaws.com/peloton-ride-images/just-ride-indoor.png'}}"
25,1703785540,home_bike_v1,1703787341,cycling,True,False,ce78ec175912477fabb4fbf677d0a3cd,False,False,cycling,Cycling Workout,,home_bike,1703785539,COMPLETE,America/New_York,30 min Just Ride,202173.51,d181e93bdc6c42d3b388a8e72c3b62a6,freestyle,0,0,,,,,,1703785540,1703767539,,,"{'total_effort_points': 46.2, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 38, 'heart_rate_z2_duration': 271, 'heart_rate_z3_duration': 797, 'heart_rate_z4_duration': 685, 'heart_rate_z5_duration': 0}}",False,"{'id': '00000000000000000000000000000000', 'is_archived': False, 'title': '30 min Just Ride', 'scheduled_start_time': 1703785539, 'duration': 1802, 'instructor': {'name': 'JUST RIDE', 'image_url': 'https://s3.amazonaws.com/peloton-ride-images/just-ride-indoor.png'}}"
26,1703704044,home_bike_v1,1703705304,cycling,True,True,14daef45a49e4874b712d03e20e93cd5,False,False,cycling,Cycling Workout,8c0a799441f94a4ca37b4cb2fe8ddb97,home_bike,1703704104,COMPLETE,Etc/GMT+5,,129875.94,d181e93bdc6c42d3b388a8e72c3b62a6,class,0,0,1326.0,1.0,,,,1703704044,1703686044,,,"{'total_effort_points': 35.6, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 0, 'heart_rate_z2_duration': 35, 'heart_rate_z3_duration': 565, 'heart_rate_z4_duration': 562, 'heart_rate_z5_duration': 36}}",False,
27,1703627899,home_bike_v1,1703629100,cycling,True,False,f939c30c8015467097ee7a9384d8f50a,False,False,cycling,Cycling Workout,,home_bike,1703627898,COMPLETE,America/New_York,20 min Just Ride,138344.13,d181e93bdc6c42d3b388a8e72c3b62a6,freestyle,0,0,,,,,,1703627899,1703609898,,,"{'total_effort_points': 42.2, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 0, 'heart_rate_z2_duration': 68, 'heart_rate_z3_duration': 128, 'heart_rate_z4_duration': 964, 'heart_rate_z5_duration': 10}}",False,"{'id': '00000000000000000000000000000000', 'is_archived': False, 'title': '20 min Just Ride', 'scheduled_start_time': 1703627898, 'duration': 1202, 'instructor': {'name': 'JUST RIDE', 'image_url': 'https://s3.amazonaws.com/peloton-ride-images/just-ride-indoor.png'}}"
28,1703439659,home_bike_v1,1703441762,cycling,True,False,77d6c1f25a964b579422f4afb5db0965,False,False,cycling,Cycling Workout,,home_bike,1703439659,COMPLETE,America/New_York,35 min Just Ride,234303.24,d181e93bdc6c42d3b388a8e72c3b62a6,freestyle,0,0,,,,,,1703439659,1703421659,,,"{'total_effort_points': 78.2, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 0, 'heart_rate_z2_duration': 39, 'heart_rate_z3_duration': 203, 'heart_rate_z4_duration': 1763, 'heart_rate_z5_duration': 80}}",False,"{'id': '00000000000000000000000000000000', 'is_archived': False, 'title': '35 min Just Ride', 'scheduled_start_time': 1703439659, 'duration': 2103, 'instructor': {'name': 'JUST RIDE', 'image_url': 'https://s3.amazonaws.com/peloton-ride-images/just-ride-indoor.png'}}"
29,1703261622,home_bike_v1,1703263427,cycling,True,True,52e0a83d516241d8b2fa3a733769d9ed,False,False,cycling,Scenic Ride,83d7d2b68e35407b9510462d518da35d,home_bike,1703261627,COMPLETE,Etc/GMT+5,,212213.92,d181e93bdc6c42d3b388a8e72c3b62a6,scenic,0,0,1809.0,0.0,1809.0,0.0,,1703261622,1703243622,,,"{'total_effort_points': 63.6, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 3, 'heart_rate_z2_duration': 41, 'heart_rate_z3_duration': 323, 'heart_rate_z4_duration': 1084, 'heart_rate_z5_duration': 334}}",False,
30,1703176386,home_bike_v1,1703178191,cycling,True,True,225ead96445a46f18633b2e9539ec07d,False,False,cycling,Scenic Ride,88c7d4cd58fe4cba98e0b80e1830a352,home_bike,1703176391,COMPLETE,Etc/GMT+5,,214189.71,d181e93bdc6c42d3b388a8e72c3b62a6,scenic,0,0,1808.0,0.0,1807.0,0.0,,1703176386,1703158386,,,"{'total_effort_points': 65.2, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 0, 'heart_rate_z2_duration': 85, 'heart_rate_z3_duration': 176, 'heart_rate_z4_duration': 1380, 'heart_rate_z5_duration': 142}}",False,
31,1703086446,home_bike_v1,1703088251,cycling,True,True,4e51994ed47f425989ab0f871cedd705,False,False,cycling,Scenic Ride,443a63cae7f1460295878c9decad2471,home_bike,1703086451,COMPLETE,Etc/GMT+5,,203435.61,d181e93bdc6c42d3b388a8e72c3b62a6,scenic,0,0,1808.0,0.0,1808.0,0.0,,1703086446,1703068445,,,"{'total_effort_points': 65.5, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 24, 'heart_rate_z2_duration': 25, 'heart_rate_z3_duration': 221, 'heart_rate_z4_duration': 1333, 'heart_rate_z5_duration': 186}}",False,
32,1703003584,home_bike_v1,1703005389,cycling,True,True,1ab659b6288d4dbb9b9f6f51eb0ed430,False,False,cycling,Scenic Ride,d69d376b16434be19f788a7ace6a0ee1,home_bike,1703003589,COMPLETE,Etc/GMT+5,,220244.69,d181e93bdc6c42d3b388a8e72c3b62a6,scenic,0,0,1809.0,0.0,1809.0,0.0,,1703003584,1702985584,,,"{'total_effort_points': 64.4, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 12, 'heart_rate_z2_duration': 78, 'heart_rate_z3_duration': 233, 'heart_rate_z4_duration': 960, 'heart_rate_z5_duration': 512}}",False,
33,1702681967,home_bike_v1,1702683771,cycling,True,True,d1f38ecfcf234906b463e7ccfed2850f,False,False,cycling,Scenic Ride,ac014279663c467cb3bf9aad97a49ad5,home_bike,1702681977,COMPLETE,Etc/GMT+5,,194592.22,d181e93bdc6c42d3b388a8e72c3b62a6,scenic,0,0,1814.0,0.0,1814.0,0.0,,1702681967,1702663967,,,"{'total_effort_points': 59.1, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 0, 'heart_rate_z2_duration': 64, 'heart_rate_z3_duration': 517, 'heart_rate_z4_duration': 1119, 'heart_rate_z5_duration': 85}}",False,
34,1702567313,home_bike_v1,1702569118,cycling,True,True,0a5d38bf4e6440b9bc37a72e45812ce6,False,False,cycling,Scenic Ride,6c2602bd406f4ab998b1901d2368d0bd,home_bike,1702567318,COMPLETE,Etc/GMT+5,,208386.08,d181e93bdc6c42d3b388a8e72c3b62a6,scenic,0,0,1809.0,0.0,1802.0,0.0,,1702567313,1702549313,,,"{'total_effort_points': 66.1, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 0, 'heart_rate_z2_duration': 27, 'heart_rate_z3_duration': 224, 'heart_rate_z4_duration': 1209, 'heart_rate_z5_duration': 324}}",False,
35,1702412466,home_bike_v1,1702414271,cycling,True,True,9c56b1d71be54f56bc3f28c23f28842b,False,False,cycling,Scenic Ride,d18d12db1b094962ac0ff230db967a89,home_bike,1702412471,COMPLETE,Etc/GMT+5,,204346.36,d181e93bdc6c42d3b388a8e72c3b62a6,scenic,0,0,1809.0,0.0,1809.0,0.0,,1702412466,1702394466,,,"{'total_effort_points': 56.4, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 0, 'heart_rate_z2_duration': 135, 'heart_rate_z3_duration': 549, 'heart_rate_z4_duration': 1102, 'heart_rate_z5_duration': 0}}",False,
36,1702335080,home_bike_v1,1702336881,cycling,True,False,d77ee80dea1c432da7612e0612a90830,False,False,cycling,Cycling Workout,,home_bike,1702335080,COMPLETE,America/New_York,30 min Just Ride,178432.61,d181e93bdc6c42d3b388a8e72c3b62a6,freestyle,0,0,,,,,1.0,1702335080,1702317080,,,"{'total_effort_points': 55.2, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 0, 'heart_rate_z2_duration': 80, 'heart_rate_z3_duration': 693, 'heart_rate_z4_duration': 1014, 'heart_rate_z5_duration': 0}}",False,"{'id': '00000000000000000000000000000000', 'is_archived': False, 'title': '30 min Just Ride', 'scheduled_start_time': 1702335080, 'duration': 1801, 'instructor': {'name': 'TIME GOAL', 'image_url': 'https://s3.amazonaws.com/peloton-ride-images/freestyle-goal-time.png'}}"
37,1702237379,home_bike_v1,1702239187,cycling,True,True,1291528d48524a4eac18a854f87c4c0f,False,False,cycling,Scenic Ride,40eb164e12db428eba09209118c33b8e,home_bike,1702237389,COMPLETE,Etc/GMT+5,,192112.89,d181e93bdc6c42d3b388a8e72c3b62a6,scenic,0,0,1817.0,0.0,1817.0,0.0,,1702237379,1702219378,,,"{'total_effort_points': 68.5, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 0, 'heart_rate_z2_duration': 0, 'heart_rate_z3_duration': 143, 'heart_rate_z4_duration': 1032, 'heart_rate_z5_duration': 609}}",False,
38,1702069023,home_bike_v1,1702070829,cycling,True,True,ad465bcbfee643febb9e82f569ce9a0d,False,False,cycling,Scenic Ride,c7b5e84b2d104cc79e03d61a25f2298c,home_bike,1702069028,COMPLETE,Etc/GMT+5,,191613.21,d181e93bdc6c42d3b388a8e72c3b62a6,scenic,0,0,1808.0,0.0,1808.0,0.0,,1702069023,1702051023,,,"{'total_effort_points': 62.6, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 0, 'heart_rate_z2_duration': 75, 'heart_rate_z3_duration': 321, 'heart_rate_z4_duration': 1385, 'heart_rate_z5_duration': 0}}",False,
39,1701790757,home_bike_v1,1701792557,cycling,True,False,4f427f933f454e78951eb67e3767788c,False,False,cycling,Cycling Workout,,home_bike,1701790756,COMPLETE,America/New_York,30 min Just Ride,191556.07,d181e93bdc6c42d3b388a8e72c3b62a6,freestyle,0,0,,,,,1.0,1701790757,1701772756,,,"{'total_effort_points': 62.0, 'heart_rate_zone_durations': {'heart_rate_z1_duration': 8, 'heart_rate_z2_duration': 35, 'heart_rate_z3_duration': 406, 'heart_rate_z4_duration': 991, 'heart_rate_z5_duration': 346}}",False,"{'id': '00000000000000000000000000000000', 'is_archived': False, 'title': '30 min Just Ride', 'scheduled_start_time': 1701790756, 'duration': 1801, 'instructor': {'name': 'TIME GOAL', 'image_url': 'https://s3.amazonaws.com/peloton-ride-images/freestyle-goal-time.png'}}"
